21.17880156268178	21.282	30	ARE	0
21.282	21.704042978770286	496	YOUR	0
21.704042978770286	22.115272953068054	192	GRADES	0
22.115272953068054	22.546004197701393	206	HIGHER	0
22.546004197701393	22.802	302	OR	0
22.802	23.182	251	LOWER	0
23.182	23.372	432	THAN	0
23.372	24.332	275	NANCY'S	0
30.86841698229862	31.152	375	SHE	1
31.152	31.690232641903886	490	WORE	1
31.690232641903886	31.80870653101694	99999	sp	1
31.80870653101694	32.37778118855808	471	WARM	1
32.37778118855808	33.082	158	FLEECY	1
33.082	33.52216005440468	489	WOOLEN	1
33.52216005440468	34.50304439408991	311	OVERALLS	1
45.67438083129098	46.09848574913214	354	READING	2
46.09848574913214	46.321043561377465	217	IN	2
46.321043561377465	46.371582363386516	99999	sp	2
46.371582363386516	46.68201539671266	335	POOR	2
46.68201539671266	47.1101396296971	240	LIGHT	2
47.1101396296971	47.462	181	GIVES	2
47.462	47.632	495	YOU	2
47.632	48.572	150	EYESTRAIN	2
58.6540410607462	58.93277835987241	142	EVEN	3
58.93277835987241	59.222	211	I	3
59.222	60.093838075659036	293	OCCASIONALLY	3
60.093838075659036	60.34681525478655	177	GET	3
60.34681525478655	60.422	434	THE	3
60.422	60.962499682309875	265	MONDAY	3
60.962499682309875	61.692	56	BLUES	3
72.5662979895216	72.702	476	WE	4
72.702	72.86441297157097	30	ARE	4
72.86441297157097	73.33613029523175	301	OPEN	4
73.33613029523175	73.66774920721231	145	EVERY	4
73.66774920721231	74.20281721822325	265	MONDAY	4
74.20281721822325	74.832	143	EVENING	4
85.31344406124985	85.59288443927818	226	IT'S	5
85.59288443927818	85.94950161680727	285	NOT	5
85.94950161680727	86.42007927394629	133	EASY	5
86.42007927394629	86.5939262984769	446	TO	5
86.5939262984769	87.042	113	CREATE	5
87.042	87.892	215	ILLUMINATING	5
87.892	88.972	146	EXAMPLES	5
100.02121400680132	100.522	270	MUM	6
100.522	101.3141409473647	407	STRONGLY	6
101.3141409473647	102.122	126	DISLIKES	6
102.122	102.22400743807347	99999	sp	6
102.22400743807347	103.47504089532477	27	APPETIZERS	6
114.68681658411771	115.032	443	THOSE	7
115.032	115.21465335415367	484	WHO	7
115.21465335415367	115.54220742205702	427	TEACH	7
115.54220742205702	116.27984679899447	462	VALUES	7
116.27984679899447	116.75898954452472	156	FIRST	7
116.75898954452472	117.422	4	ABOLISH	7
117.422	118.15788850067129	87	CHEATING	7
129.63141048065143	129.742	434	THE	8
129.742	130.22939074090422	165	FRIGHTENED	8
130.22939074090422	130.652	89	CHILD	8
130.652	130.90308049627689	472	WAS	8
130.90308049627689	131.242	176	GENTLY	8
131.242	131.9291082955425	410	SUBDUED	8
131.9291082955425	132.112	73	BY	8
132.112	132.41660852939404	208	HIS	8
132.41660852939404	132.6672397863192	52	BIG	8
132.6672397863192	133.152	66	BROTHER	8
144.9616705483213	145.3080692614487	142	EVEN	9
145.3080692614487	145.472	1	A	9
145.472	145.932	383	SIMPLE	9
145.932	146.8778314991154	468	VOCABULARY	9
146.8778314991154	147.462	104	CONTAINS	9
147.462	148.29352250568238	422	SYMBOLS	9
158.48301238702456	158.67714174307375	1	A	10
158.67714174307375	159.09682688589763	110	CRAB	10
159.09682688589763	159.772	85	CHALLENGED	10
159.772	160.2156865663681	258	ME	10
160.2156865663681	160.432	70	BUT	10
160.432	160.6492994641512	1	A	10
160.6492994641512	160.902	350	QUICK	10
160.902	161.4252492163379	402	STAB	10
161.4252492163379	162.162	464	VANQUISHED	10
162.162	162.522	207	HIM	10
174.552	175.32998642833738	183	GLUCOSE	11
175.32998642833738	175.582	20	AND	11
175.582	176.52358053550705	167	FRUCTOSE	11
176.52358053550705	176.70282009544934	30	ARE	11
176.70282009544934	177.19928222988662	276	NATURAL	11
177.19928222988662	177.86668329455622	414	SUGARS	11
177.86668329455622	178.232	163	FOUND	11
178.232	178.412	217	IN	11
178.412	178.89676547517445	168	FRUIT	11
192.13962422243702	192.29069957228037	30	ARE	12
192.29069957228037	192.47971312656867	495	YOU	12
192.47971312656867	192.912	250	LOOKING	12
192.912	193.232	161	FOR	12
193.232	193.91130807037175	136	EMPLOYMENT	12
203.30402849066732	203.8150879238263	98	COFFEE	13
203.8150879238263	204.09655922404386	224	IS	13
204.09655922404386	204.43645542913893	198	GROWN	13
204.43645542913893	204.70829663313347	297	ON	13
204.70829663313347	205.20509968284208	404	STEEP	13
205.20509968284208	205.70305927674588	99999	sp	13
205.70305927674588	206.062	231	JUNGLE	13
206.062	206.344757972966	241	LIKE	13
206.344757972966	207.00037573309447	390	SLOPES	13
207.00037573309447	207.23644389607702	217	IN	13
207.23644389607702	207.67704958356506	431	TEMPERATE	13
207.67704958356506	208.482	497	ZONES	13
220.85751026847822	220.9932697384084	476	WE	14
220.9932697384084	221.42267231066836	480	WELCOME	14
221.42267231066836	221.71426831099728	256	MANY	14
221.71426831099728	221.91316906957658	282	NEW	14
221.91316906957658	222.63369413168027	408	STUDENTS	14
222.63369413168027	222.95661059645417	132	EACH	14
222.95661059645417	223.352	491	YEAR	14
233.3268728191797	233.602	298	ONLY	15
233.602	233.7766815206312	434	THE	15
233.7766815206312	234.06779702321353	51	BEST	15
234.06779702321353	234.1235635910395	99999	sp	15
234.1235635910395	234.612	330	PLAYERS	15
234.612	235.25433173282272	139	ENJOY	15
235.25433173282272	236.21702322360386	336	POPULARITY	15
246.23237262993274	246.76135759314008	75	CALCIUM	16
246.76135759314008	247.08139251307526	254	MAKES	16
247.08139251307526	247.63803158771813	58	BONES	16
247.63803158771813	248.00181175759016	20	AND	16
248.00181175759016	248.282	430	TEETH	16
248.282	249.0639800625024	406	STRONG	16
258.8764470959348	259.5010970486826	286	NOTHING	17
259.5010970486826	259.842	224	IS	17
259.842	260.144376447626	34	AS	17
260.144376447626	260.9301073136728	295	OFFENSIVE	17
260.9301073136728	261.33763297315704	34	AS	17
261.33763297315704	262.222	219	INNOCENCE	17
273.0782237418377	273.772	405	STEVE	18
273.772	274.232	490	WORE	18
274.232	274.5255894677881	1	A	18
274.5255894677881	274.9449901478117	65	BRIGHT	18
274.9449901478117	275.3896074839502	356	RED	18
275.3896074839502	276.002	78	CASHMERE	18
276.002	276.652	420	SWEATER	18
287.49512360079063	288.07107198745666	46	BARB'S	19
288.07107198745666	288.44884112823155	188	GOLD	19
288.44884112823155	288.97789839171406	63	BRACELET	19
288.97789839171406	289.16789475337794	472	WAS	19
289.16789475337794	289.2878709321941	1	A	19
289.2878709321941	290.1268198214331	193	GRADUATION	19
290.1268198214331	290.70437298763585	339	PRESENT	19
302.0040679685301	302.3711357692956	130	DRAW	20
302.3711357692956	302.812	145	EVERY	20
302.812	303.192	308	OUTER	20
303.192	303.552	244	LINE	20
303.552	304.162	156	FIRST	20
304.162	304.512	436	THEN	20
304.512	304.9371143716452	154	FILL	20
304.9371143716452	305.112	217	IN	20
305.112	305.252	434	THE	20
305.252	306.102	222	INTERIOR	20
317.289274303783	317.352	434	THE	21
317.352	317.783544263427	475	WATER	21
317.783544263427	318.3600603105399	103	CONTAINED	21
318.3600603105399	318.5477019630394	448	TOO	21
318.5477019630394	318.887216848705	269	MUCH	21
318.887216848705	319.46952816113	90	CHLORINE	21
319.46952816113	319.73459476733075	20	AND	21
319.73459476733075	320.1319970726813	409	STUNG	21
320.1319970726813	320.452025734265	208	HIS	21
320.452025734265	321.162	149	EYES	21
331.4943546010293	331.9467328852668	229	JOHN'S	22
331.9467328852668	332.352	66	BROTHER	22
332.352	333.07880779383225	363	REPAINTED	22
333.07880779383225	333.21088565602855	434	THE	22
